Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
18-033061,2018-07,07/18/2018 17:29,Y, , ,1, ,182400,3,DRUGS-POSSESSION/MARIJUANA,4049,W IOWA AVE,16, , , , ,896780.8,1000699
18-033193,2018-07,07/18/2018 17:30,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,7701,PENNSYLVANIA AVE,2, , ,7701,PENNSYLVANIA,888783.3,988229.6
18-033142,2018-07,07/18/2018 17:30,Y, , ,1, , 91114,6,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1149,VERONICA AVE,74, , ,1149,VERONICA,895137.6,1050563
18-033059,2018-07,07/18/2018 17:33,Y, , ,1, ,250000,2,LOITERING-BEGGING,0,I 64 EASTBOUND / S KINGSHIGHWA,40, ,ALIAS KINGSHIGHWAY/EB 40, , ,887218.9,1018721
18-033065,2018-07,07/18/2018 17:54,Y, , ,1, ,250000,2,LOITERING-BEGGING,0,I 44 WESTBOUND / S VANDEVENTER,28, ,ALIAS VANDEVENTER/WB 44, , ,888869.1,1014259
18-033177,2018-07,07/18/2018 18:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4624,VIRGINIA AVE,16, , ,4624,VIRGINIA,893638.7,997511.1
18-034027,2018-07,07/18/2018 18:00,Y, , ,1, , 51212,6,BURGLARY-RESIDENCE/NIT/FORCE ENT/UNOCCUPIED,4981,THRUSH AVE,72, , ,4981,THRUSH,890394.4,1042378
18-033223,2018-07,07/18/2018 18:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4301,HOLLY HILLS AVE,5, , ,4301,HOLLY HILLS,884913.3,996552.6
18-033108,2018-07,07/18/2018 18:20,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,101,N TAYLOR AVE,38, , ,4475,WEST PINE,889209.8,1022367
18-033072,2018-07,07/18/2018 18:27,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,4515,LINDELL BLVD,38, , ,4515,LINDELL,889219.4,1023087
18-033153,2018-07,07/18/2018 18:30,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,3852,WYOMING ST,15, , ,3852,WYOMING,892047.6,1007208
18-033073,2018-07,07/18/2018 18:30,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,DELMAR BLVD / WALTON AVE,38, , ,4545,LEWIS,889445,1026076
18-033070,2018-07,07/18/2018 18:30,Y, , ,1, , 63701,6,LARCENY-SHOPLIFT UNDER $500,5000,UNION BLVD,71,@FAMILY DOLLAR, ,5000,UNION,892272.6,1040231
18-033073,2018-07,07/18/2018 18:30,Y, , ,1, , 41021,5,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,0,DELMAR BLVD / WALTON AVE,38, , ,4545,LEWIS,889445,1026076
18-033087,2018-07,07/18/2018 19:00,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,1121,HAMPTON AVE,42, ,@COURTESY DINER - HAMPTON,1121,HAMPTON,880892.6,1017855
18-033076,2018-07,07/18/2018 19:07,Y, , ,1, ,151110,1,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,5317,BLOW ST,6, ,REAR,5317,BLOW,879886.6,997093.6
18-033175,2018-07,07/18/2018 19:30,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4405,FOREST PARK AVE,38, , ,4405,FOREST PARK,889948.3,1021280
18-033330,2018-07,07/18/2018 19:30,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,110,N 17TH ST,36, ,PARKING GARAGE,110,17TH,904545.1,1018315
18-033081,2018-07,07/18/2018 19:40,Y, , ,1, ,266510,3,PUBLIC ORDER-TRESPASSING,2826,OREGON AVE,24, , ,2826,OREGON,897677.9,1008606
18-033396,2018-07,07/18/2018 20:00,Y, , ,1, , 67601,5,"LARCENY-FROM BUILDING $500 - $24,999",5189,DELMAR BLVD,51, , ,5189,DELMAR,885807.5,1026561
18-033130,2018-07,07/18/2018 20:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3115,MOUNT PLEASANT ST,17, , ,3115,MOUNT PLEASANT,894667,997688
18-033149,2018-07,07/18/2018 20:00,Y, , ,1, , 51312,3,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,3851,VIRGINIA AVE,16, , ,3851,VIRGINIA,894496.1,1002407
18-033131,2018-07,07/18/2018 20:15,Y, , ,1, , 64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",3906,CLAYTON AVE,39, , ,3906,CLAYTON,893089.7,1018770
18-033096,2018-07,07/18/2018 20:20,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,DEWEY AVE / ITASKA ST,16, ,SIDE OF ST MARY S HIGH SCHOOL, , ,891129.9,998912.8
18-033178,2018-07,07/18/2018 20:30,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,3701,LINDELL BLVD,77, , ,3701,LINDELL,895417.8,1021428
18-033089,2018-07,07/18/2018 20:40,Y, , ,1, , 69711,6,LARCENY-ALL OTHER UNDER $500  /ATTEMPT,955,CANAAN AVE,74,ALLEY,ALLEY,955,CANAAN,896093.5,1051458
18-033092,2018-07,07/18/2018 20:45,Y, , ,1, , 91113,1,SIMPLE ASSAULT-ADULT/NO INJURY,4635,RIDGEWOOD AVE,5, , ,4635,RIDGEWOOD,885236.3,1001889
18-033156,2018-07,07/18/2018 21:00,Y, , ,1, , 73313,2,AUTO THEFT-MTRCYCLE/PERM RETNT/UNRECOV OVER 48,3867,MCREE AVE,29, , ,3867,MCREE,893206,1014272
18-033320,2018-07,07/18/2018 21:00,Y, , ,1, , 67701,2,LARCENY-FROM BUILDING UNDER $500,6310,BANCROFT AVE,8, , ,6310,BANCROFT,878113,1004330
18-033091,2018-07,07/18/2018 21:15,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,SHAW BLVD / S VANDEVENTER AVE,13,BOTANICAL GARDENS PARKING LOT, , , ,888375.3,1013648
18-033095,2018-07,07/18/2018 21:41,Y, , ,1, , 67601,2,"LARCENY-FROM BUILDING $500 - $24,999",2310,MCCAUSLAND AVE,10,WALGREENS, ,2310,MCCAUSLAND,874938.3,1013267
18-033090,2018-07,07/18/2018 21:42,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,1525,DESTREHAN ST,65, , ,1525,DESTREHAN,905806.8,1028965
18-033144,2018-07,07/18/2018 22:00,Y, , ,1, , 69702,4,LARCENY-ALL OTHER UNDER $500,2523,FALL AVE,59, , ,2523,FALL,899109,1026950
18-033160,2018-07,07/18/2018 22:00,Y, , ,1, , 64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",6679,BERTHOLD AVE,44, , ,6679,BERTHOLD,877058.8,1018570
18-033191,2018-07,07/18/2018 22:00,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,5066,W FLORISSANT AVE,71, ,FIRST FLOOR,5066,FLORISSANT,894982.6,1041232
18-033104,2018-07,07/18/2018 22:15,Y, , ,1, , 91113,6,SIMPLE ASSAULT-ADULT/NO INJURY,4450,ASHLAND AVE,56, ,VICTIM RESIDENCE,4450,ASHLAND,894501.6,1032224
18-033097,2018-07,07/18/2018 22:32,Y, , ,1, , 31111,4,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,0,CARR ST / HADLEY ST,62, , ,1114,HADLEY,907552.3,1020622
18-033186,2018-07,07/18/2018 22:45,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,2614,PRAIRIE AVE,59, , ,2614,PRAIRIE,898495.2,1027281
18-033106,2018-07,07/18/2018 23:25,Y, , ,1, , 31422,3,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/ATTEMPT,0,PESTALOZZI ST / TEXAS AVE,30, , , , ,898909.2,1007994
18-033182,2018-07,07/19/2018 00:01,Y, , ,1, , 51311,4,BURGLARY-RESDNCE/UNK TIM/FORC ENT/OCCUPIED,1223,BRISTOL LN,63, , ,1223,BRISTOL,908116.6,1024331
18-033105,2018-07,07/19/2018 00:01,Y, , ,1, ,263299,4,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,0,N BROADWAY / DESTREHAN ST,64, , ,3325,9TH,907427.8,1029527
18-034189,2018-07,07/19/2018 00:01,Y, , ,1, , 51312,5,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4226,W EVANS AVE,58, , ,4226,EVANS,893827,1026850
18-033126,2018-07,07/19/2018 00:10,Y, , ,1, , 44015,3,ASSLT-AGGRV-HND/FST/FT-2ND-ADUL-DOMESTIC,3314,TEXAS AVE,30, ,APT B,3314,TEXAS,898500.3,1005491
18-033109,2018-07,07/19/2018 00:27,Y, , ,1, ,178200,5,SEX OFFNS-EXPOSURE/EXPOSING PERSON,4600,LINDELL BLVD,38, , ,4600,LINDELL,0,0
18-033115,2018-07,07/19/2018 00:30,Y, , ,1, , 41012,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 2ND DEGREE,5952,LUCILLE AVE,76, , ,5952,LUCILLE,890355.1,1045377
18-033115,2018-07,07/19/2018 00:30,Y, , ,1, , 41013,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,5952,LUCILLE AVE,76, , ,5952,LUCILLE,890355.1,1045377
18-033116,2018-07,07/19/2018 00:40,Y, , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY,4777,CUPPLES PL,55, , ,1,MARCUS,890936.4,1031608
18-033118,2018-07,07/19/2018 00:55,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4777,CUPPLES PL,55, ,VICTIMS RESIDENCE,4777,CUPPLES,890936.4,1031608
18-033152,2018-07,07/19/2018 01:00,Y, , ,1, , 51322,1,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,5532,GRACE AVE,3, , ,5532,GRACE,890307.7,996267.3
18-033159,2018-07,07/19/2018 01:00,Y, , ,1, , 51321,5,BURGLARY-RESDNCE/UNK TIM/UNLW EN/OCCUPIED,711,N EUCLID AVE,53,ROOSEVELT TOWNE APARTMENTS,APARTMENT COMPLEX,711,EUCLID,888503.4,1026317
18-033114,2018-07,07/19/2018 01:04,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,7436,SHARP AVE,4, , ,7436,SHARP,883810.5,991878.5
18-033117,2018-07,07/19/2018 01:08,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,BISCHOFF AVE / LILLY AVE,12, , , , ,883161.2,1012948
18-033127,2018-07,07/19/2018 01:15,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5826,THEODOSIA AVE,50, , ,5826,THEODOSIA,883049.3,1034023
18-033127,2018-07,07/19/2018 01:15, , , ,-1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5826,THEODOSIA AVE,50, , ,5826,THEODOSIA,883049.3,1034023
18-033113,2018-07,07/19/2018 01:20,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5543,HEBERT ST,50, , ,5543,HEBERT,886961.6,1036886
18-033120,2018-07,07/19/2018 01:30,Y, , ,1, , 31112,3,ROBBERY-HIGHWAY     /FIREARM USED/ATTEMPT,2612,S JEFFERSON AVE,22, , , , ,899446.1,1009319
18-033128,2018-07,07/19/2018 03:00,Y, , ,1, , 64701,6,LARCENY-FROM MTR VEH UNDER $500,4577,ATHLONE AVE,68, , ,4577,ATHLONE,899167.3,1035948
18-033122,2018-07,07/19/2018 03:10,Y, , ,1, , 38111,4,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL,1848,CASS AVE,61, , ,1848,CASS,905088.9,1022929
18-033123,2018-07,07/19/2018 03:50,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4777,CUPPLES PL,55, , ,4777,CUPPLES,890936.4,1031608
18-033916,2018-07,07/19/2018 04:30,Y, , ,1, , 64701,3,LARCENY-FROM MTR VEH UNDER $500,3135,LOUISIANA AVE,25, , ,3135,LOUISIANA,894948.8,1007143
18-033129,2018-07,07/19/2018 05:19,Y, , ,1, , 52212,4,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE,1400,N GRAND BLVD,59,WALGREENS, ,1400,GRAND,898337.4,1024456
18-033135,2018-07,07/19/2018 06:40,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,3731,DR MARTIN LUTHER KING DR,59,FAMILY DOLLAR, ,3731,DR MARTIN LUTHER KING,897494.3,1025430
18-034099,2018-07,07/19/2018 07:00,Y, , ,1, , 69702,5,LARCENY-ALL OTHER UNDER $500,904,AUBERT AVE,53, , ,904,AUBERT,888398,1027224
18-033138,2018-07,07/19/2018 07:20,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,6302,ALABAMA AVE,1,VICTIMS RESIDENCE, ,6302,ALABAMA,890908.2,992942.4
18-033139,2018-07,07/19/2018 07:56,Y, , ,1, ,241100,1,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,509,BATES ST,1,7-11,7-11,509,BATES,892681.9,994561.8
18-033174,2018-07,07/19/2018 08:00,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,0,EVANS AVE / N NEWSTEAD AVE,58, , , , ,892758.2,1027569
18-033227,2018-07,07/19/2018 08:05,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",0,19TH ST / LUCAS AVE,36, , , , ,904169.6,1019938
18-033220,2018-07,07/19/2018 08:30,Y, , ,1, , 64701,3,LARCENY-FROM MTR VEH UNDER $500,2700,CHEROKEE ST,19,GUARDIAN ANGEL SETTLEMENT ASSOCIATI, ,2700,CHEROKEE,897951.9,1005002
18-033180,2018-07,07/19/2018 09:00,Y, , ,1, , 38311,6,ROBBERY CARJACKING /OTHR WEPN USED/SUCCESSFUL,0,OFALLON PARK,85, ,@OFALLON PARK, , ,900324.4,1036832
18-033251,2018-07,07/19/2018 09:00,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4673,MARGARETTA AVE,69, , ,4673,MARGARETTA,893890.7,1034870
18-033185,2018-07,07/19/2018 09:00,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,6122,COLORADO AVE,1, , ,6122,COLORADO,890659.5,993766.7
18-033141,2018-07,07/19/2018 09:02,Y, , ,1, ,264100,2,HEALTH-SANITATION VIOL,6850,PLATEAU AVE,43, , ,6850,PLATEAU,875759.8,1015911
18-033148,2018-07,07/19/2018 09:04,Y, , ,1, , 63701,1,LARCENY-SHOPLIFT UNDER $500,4101,GRAVOIS AVE,16,QT,@QT - GRAVOIS / CHIPPEWA,4101,GRAVOIS,889849,1003566
18-033155,2018-07,07/19/2018 09:35,Y, , ,1, , 91113,6,SIMPLE ASSAULT-ADULT/NO INJURY,5739,NATURAL BRIDGE AVE,70,TITAN TUBE, ,5739,NATURAL BRIDGE,885825.6,1038679
18-033162,2018-07,07/19/2018 10:15,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4401,FOREST PARK AVE,38, , , , ,889948.3,1021280
18-033336,2018-07,07/19/2018 10:20,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,4007,THOLOZAN AVE,15, , ,4007,THOLOZAN,890385.7,1004658
18-033516,2018-07,07/19/2018 11:00,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,8448,CHURCH RD,74, ,@LIBRARY- BADEN BRANCH,8448,CHURCH,896382.8,1049270
18-033176,2018-07,07/19/2018 11:00,Y, , ,1, , 44013,5,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 3RD DEGRE",5355,DELMAR BLVD,49,BARNES PSYCHIATRIC SUPPORT CENTER, ,5355,DELMAR,884221.6,1026993
18-033176,2018-07,07/19/2018 11:00,Y, , ,1, , 91113,5,SIMPLE ASSAULT-ADULT/NO INJURY,5355,DELMAR BLVD,49,BARNES PSYCHIATRIC SUPPORT CENTER, ,5355,DELMAR,884221.6,1026993
18-033213,2018-07,07/19/2018 11:00,Y, , ,1, , 91113,1,SIMPLE ASSAULT-ADULT/NO INJURY,4904,WINONA AVE,7, , ,5701,CHIPPEWA,884728.8,1003846
18-033179,2018-07,07/19/2018 11:11,Y, , ,1, ,182999,2,DRUGS-POSSESSION/OTHR UNSPEC DRUG,4137,CHIPPEWA ST,15, ,ON THE CITY STREET,4137,CHIPPEWA,889667.3,1003757
18-033383,2018-07,07/19/2018 11:15,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",0,N 3RD ST / MORGAN ST,35, , , , ,909969.1,1018825
18-033845,2018-07,07/19/2018 11:20,Y, , ,1, , 64711,5,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,4511,MCPHERSON AVE,38, , ,4511,MCPHERSON,889838.6,1024327
18-033255,2018-07,07/19/2018 12:00,Y, , ,1, , 69702,3,LARCENY-ALL OTHER UNDER $500,3942,VIRGINIA AVE,16, , ,3942,VIRGINIA,894588.8,1001800
18-033190,2018-07,07/19/2018 12:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5201,VERMONT AVE,1, ,VICTIMS RESIDENCE,5201,VERMONT,892853.9,995867.9
18-033356,2018-07,07/19/2018 12:18,Y, , ,1, , 69702,4,LARCENY-ALL OTHER UNDER $500,1417,DESTREHAN ST,65, ,B,1417,DESTREHAN,906241.9,1029147
18-033207,2018-07,07/19/2018 12:25,Y, , ,1, , 64601,3,"LARCENY-FROM MTR VEH $500 - $24,999",0,KEOKUK ST / MINNESOTA AVE,16, , , , ,895622.1,1002222
18-033208,2018-07,07/19/2018 12:40,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,1501,LOCUST ST,36, , , , ,905463.8,1019072
18-033197,2018-07,07/19/2018 12:40,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,N 14TH ST / CASS AVE,61, , , , ,906983.3,1022605
18-033236,2018-07,07/19/2018 13:00,Y, , ,1, , 63601,5,"LARCENY-SHOPLIFT $500 - $24,999",5800,NATURAL BRIDGE AVE,50,EYE FASHION FACTORY, ,5800,NATURAL BRIDGE,885387.5,1038661
18-033189,2018-07,07/19/2018 13:02,Y, , ,1, , 91123,5,SIMPLE ASSAULT-CHILD/NO INJURY,4251,LINDELL BLVD,38, , ,460,WHITTIER,891587.9,1022423
18-033194,2018-07,07/19/2018 13:13,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,ARSENAL ST / OAK HILL AVE,15, , , , ,890211.7,1008896
18-033201,2018-07,07/19/2018 13:15,Y, , ,1, , 63701,5,LARCENY-SHOPLIFT UNDER $500,4171,LINDELL BLVD,38,SCHNUCKS, ,4171,LINDELL,892104.8,1022153
18-033200,2018-07,07/19/2018 13:23,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,0,GOODFELLOW BLVD / NATURAL BRID,50, , ,5536,HEBERT,885538.8,1038700
18-033205,2018-07,07/19/2018 13:38,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,420,N 6TH ST,35,ST. LOUIS CITY PARKING,PARKING GARAGE,420,6TH,908992.6,1018056
18-033204,2018-07,07/19/2018 13:45,Y, , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,2614,S JEFFERSON AVE,22, , ,2614,JEFFERSON,899470,1009091
18-033859,2018-07,07/19/2018 14:00,Y, , ,1, , 52322,6,BURGLARY-BUSINESS/UNK TIME/UNLAW ENT/UNOCCUPIE,4444,LEXINGTON AVE,56, , ,4444,LEXINGTON,894719.5,1032574
18-033592,2018-07,07/19/2018 14:00,Y, , ,1, , 72113,5,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,5802,BARTMER AVE,48, , ,5802,BARTMER,881416.3,1030206
18-033216,2018-07,07/19/2018 14:15,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,5628,MURDOCH AVE,7, , ,5628,MURDOCH,880391.1,1002724
18-033211,2018-07,07/19/2018 14:30,Y, , ,1, , 41013,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,5701,DELMAR BLVD,48, , ,5701,DELMAR,881613.9,1027186
18-034080,2018-07,07/19/2018 14:38,Y, , ,1, ,115400,4,STLG BY DECEIT/IDENTITY THEFT REPORT,902,S BROADWAY,35,BP GAS MART, ,902,BROADWAY,907974,1013926
18-033212,2018-07,07/19/2018 14:42,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,1000,HAMPTON AVE,41, ,@IMOS PIZZA - HAMPTON,1000,HAMPTON,881153.4,1018521
18-033219,2018-07,07/19/2018 14:45,Y, , ,1, , 32422,6,ROBBERY-RESIDENCE/STRNGARM/NO INJ/ATTEMPT,1431,VERONICA AVE,74, , ,1431,VERONICA,894360.7,1050413
18-033238,2018-07,07/19/2018 14:55,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,111,S 10TH ST,35,FEDERAL COURT HOUSE, , , ,907152.9,1016986
18-033361,2018-07,07/19/2018 15:00,Y, , ,1, , 51312,4,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,1438,N MARKET ST,63, , ,1438,MARKET,906687.3,1024940
18-033340,2018-07,07/19/2018 15:00,Y, , ,1, , 52312,3,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED,3514,OREGON AVE,19, , ,3514,OREGON,896999.3,1004372
18-033239,2018-07,07/19/2018 15:00,Y, , ,1, , 92000,6,SIMPLE ASSAULT-HARRASSMENT,5529,ERA AVE,76, , ,5529,ERA,889727.8,1046864
18-033209,2018-07,07/19/2018 15:09,Y, , ,1, , 41013,2,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,0,ARSENAL ST / MCCAUSLAND AVE,10, , , , ,874278.4,1010739
18-033231,2018-07,07/19/2018 15:30,Y, , ,1, , 91123,1,SIMPLE ASSAULT-CHILD/NO INJURY,3112,MERAMEC ST,17, ,@SCHOOL - CONFLUENCE PREPARATORY ACA,4200,MINNESOTA,895024.6,1000043
18-033231,2018-07,07/19/2018 15:30,Y, , ,1, , 41013,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,3112,MERAMEC ST,17, ,@SCHOOL - CONFLUENCE PREPARATORY ACA,4200,MINNESOTA,895024.6,1000043
18-033369,2018-07,07/19/2018 16:00,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4672,POPE AVE,68, , ,4672,POPE,898608.5,1036667
18-033250,2018-07,07/19/2018 16:00,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4383,CHIPPEWA ST,15, , ,4383,CHIPPEWA,886842.2,1004175
18-033305,2018-07,07/19/2018 16:00,Y, , ,1, , 71040,1,AUTO THEFT-PERM RETNT/ATTEMPT,4311,EICHELBERGER ST,5, , ,4311,EICHELBERGER,886394.5,999750.6
18-033229,2018-07,07/19/2018 16:01,Y, , ,1, , 65601,5,"LARCENY-MTR VEH PARTS $500 - $24,999",401,S KINGSHIGHWAY BLVD,38, , ,400,KINGSHIGHWAY,887075.1,1021000
18-033224,2018-07,07/19/2018 16:07,Y, , ,1, , 51122,6,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,4633,ANDERSON AVE,69, , ,4633,ANDERSON,895074.5,1036445
18-033230,2018-07,07/19/2018 16:22,Y, , ,1, , 63701,5,LARCENY-SHOPLIFT UNDER $500,4171,LINDELL BLVD,38, ,SCHNUCKS,4171,LINDELL,892104.8,1022153
18-033225,2018-07,07/19/2018 16:41,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,0,N BROADWAY / MADISON ST,64, , , , ,909266.6,1024907
18-033247,2018-07,07/19/2018 16:59,Y, , ,1, ,130000,4,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",3608,N GRAND BLVD,59, , ,3608,GRAND,901058.4,1029421
18-033271,2018-07,07/19/2018 17:00,Y, , ,1, , 64701,6,LARCENY-FROM MTR VEH UNDER $500,8427,CHURCH RD,74, , ,8427,CHURCH,896285.1,1048992
18-033740,2018-07,07/19/2018 17:00,Y, , ,1, , 51312,3,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,3406,KEOKUK ST,16, ,APT B,3406,KEOKUK,894124.1,1002260
18-033306,2018-07,07/19/2018 17:00,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,4033,OLIVE ST,38, ,APT E,4033,OLIVE,893656.1,1023136
18-033311,2018-07,07/19/2018 17:00,Y, , ,1, , 51322,1,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,6015,LEONA ST,5, , ,6015,LEONA,886719.2,996631.2
18-033233,2018-07,07/19/2018 17:10,Y, , ,1, , 31422,2,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/ATTEMPT,3311,MORGANFORD RD,15, ,MIDWEST PETROLEUM,3441,MORGANFORD,888095.3,1006807
18-033242,2018-07,07/19/2018 17:20,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3010,MIAMI ST,19, , ,3012,MIAMI,896028.9,1003968
18-033256,2018-07,07/19/2018 17:30,Y, , ,1, , 69602,5,"LARCENY-ALL OTHER $500 - $24,999",1501,N KINGSHIGHWAY BLVD,53,WHOL RECREATION CENTER,WHOL REC CENTER, , ,888326.1,1030363
18-033269,2018-07,07/19/2018 17:30,Y, , ,1, , 51112,6,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,5099,RUSKIN AVE,71, ,VACANT APTS AND STORE FRONT,5099,RUSKIN,893362.4,1040402
18-033256,2018-07,07/19/2018 17:30, , , ,-1, , 69602,5,"LARCENY-ALL OTHER $500 - $24,999",1501,N KINGSHIGHWAY BLVD,53,WHOL RECREATION CENTER,WHOL REC CENTER, , ,888326.1,1030363
18-033265,2018-07,07/19/2018 18:00,Y, , ,1, , 67601,1,"LARCENY-FROM BUILDING $500 - $24,999",930,HOLLY HILLS AVE,80,YMCA REC PLEX,ON THE BASKETBALL COURT,930,HOLLY HILLS,889835.5,993183.7
18-033964,2018-07,07/19/2018 18:00,Y, , ,1, , 51312,3,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,2634,ARSENAL ST,30, , ,2634,ARSENAL,898548.4,1007105
18-033323,2018-07,07/19/2018 18:00,Y, , ,1, , 51322,6,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,881,RIVERTRAIL CT,74,DOWNSTAIRS APARTMENT,102,881,RIVERTRAIL,899000.8,1054251
18-033309,2018-07,07/19/2018 18:00,Y, , ,1, , 66701,5,LARCENY-BICYCLES UNDER $500,212,N KINGSHIGHWAY BLVD,38,CHASE PARK PLAZA HOTEL, ,212,KINGSHIGHWAY,887710.9,1023513
