Index,Crime,District,Neighborhood,ILEADSStreet,Longitude,Latitude
428,91123,5,48,HODIAMONT AVE,-90.29113754,38.66788041
429,91123,5,48,HODIAMONT AVE,-90.29113754,38.66788041
430,91123,5,48,HODIAMONT AVE,-90.29113754,38.66788041
431,229999,4,35,N BROADWAY,-90.18728262,38.63167197
432,41011,3,18,S BROADWAY / ILLINOIS AVE,-90.22273697,38.58897705
433,65701,5,52,N KINGSHIGHWAY BLVD,-90.25384963,38.67560076
434,64701,2,15,S KINGSHIGHWAY BLVD / THOLOZAN,-90.27156496,38.5939758
435,151130,3,19,WINNEBAGO ST,-90.23543686,38.58931125
436,241100,1,1,VIRGINIA AVE,-90.25249959,38.55766748
437,31421,3,22,MCNAIR AVE,-90.21805088,38.60526023
438,66601,4,37,N SPRING AVE,-90.23723709,38.63531784
439,10000,5,50,NATURAL BRIDGE AVE,-90.26476887,38.6817658
440,67701,2,43,SCHAEFFER PL,-90.30047589,38.62077131
441,182260,4,35,WASHINGTON AVE,-90.19485865,38.63155743
442,41011,4,59,PALM ST / PRAIRIE AVE,-90.22091471,38.66171767
443,71040,3,16,MINNESOTA AVE,-90.23750319,38.5818085
444,41021,4,59,PALM ST / PRAIRIE AVE,-90.22091471,38.66171767
445,41011,4,59,PALM ST / PRAIRIE AVE,-90.22091471,38.66171767
446,242000,5,50,ROOSEVELT PL,-90.27211648,38.67831228
447,229999,4,36,LOCUST ST,-90.20131773,38.63165922
448,142320,5,57,MAFFITT AVE,-90.2406169,38.66269113
449,71013,4,35,S BROADWAY,-90.19268312,38.61987334
450,91114,6,56,FAIR AVE / W NATURAL BRIDGE AV,-90.22890097,38.66648412
451,266510,4,35,N 11TH ST,-90.1943741,38.63297031
452,241100,4,35,S BROADWAY,-90.19015713,38.62547384
453,31111,1,16,TAFT AVE,-90.24512013,38.57583862
454,266999,5,48,ENRIGHT AVE,-90.28186511,38.6549385
455,67701,4,65,N 25TH ST,-90.20972871,38.66199249
456,64701,1,6,GOETHE AVE,-90.29311772,38.58045093
457,31112,4,61,N TUCKER BLVD,-90.19524492,38.63689649
458,69602,1,1,VIRGINIA AVE,-90.25176177,38.5584595
459,31111,1,5,MERAMEC ST,-90.26123236,38.58955069
460,64711,3,31,S JEFFERSON AVE,-90.22184658,38.61598942
461,31411,3,30,PENNSYLVANIA AVE,-90.231791,38.60122855
462,31411,3,30,PENNSYLVANIA AVE,-90.231791,38.60122855
463,71013,4,35,N 2ND ST,-90.18412604,38.6328662
464,91114,6,68,W FLORISSANT AVE,-90.22487861,38.68044311
465,91113,6,79,HALL ST,-90.22227888,38.70556735
466,51230,1,17,WALSH ST,-90.24221977,38.56638868
467,142320,1,16,S SPRING AVE,-90.24877647,38.58471098
468,65601,2,43,FAIRMOUNT AVE,-90.30000759,38.62479329
469,182999,6,56,VINE GROVE AVE,-90.23730522,38.66594313
470,31111,4,36,N 22ND ST,-90.21068369,38.63475543
471,83000,4,65,BLAIR AVE,-90.1987232,38.65853778
472,41013,3,19,WINNEBAGO ST,-90.23857466,38.58915629
473,41013,3,19,WINNEBAGO ST,-90.23857466,38.58915629
474,91114,6,56,N NEWSTEAD AVE,-90.24019886,38.66507914
475,31421,4,77,PAGE BLVD,-90.22862251,38.64681179
476,142320,4,60,N 20TH ST,-90.20462812,38.64587498
477,241100,1,1,EILER ST,-90.24720237,38.56678975
478,182400,5,48,DELMAR BLVD,-90.30005678,38.6558552
479,91114,1,1,S GRAND BLVD,-90.25432271,38.56822759
480,241100,3,30,S COMPTON AVE,-90.23634127,38.59571681
481,266510,4,35,N 6TH ST,-90.18920862,38.62909869
482,266510,4,35,N 11TH ST,-90.1943741,38.63297031
483,31111,3,21,S 11TH ST,-90.20859954,38.6082219
484,64711,4,35,WASHINGTON AVE,-90.19448511,38.63098255
485,73413,2,12,MARCONI AVE,-90.27180903,38.6199885
486,266510,4,35,N 11TH ST,-90.19397476,38.6340182
487,263820,4,36,OLIVE ST,-90.1989408,38.63014012
488,65701,2,27,THURMAN AVE,-90.25159743,38.61125922
489,250000,4,36,WASHINGTON AVE,-90.19691997,38.63211471
490,52222,2,43,MANCHESTER AVE,-90.29614818,38.62104393
491,52222,2,15,GRAVOIS AVE,-90.25440102,38.59042899
492,142320,2,8,CHIPPEWA,-90.30812804,38.58948045
493,91114,3,30,IOWA AVE,-90.22673495,38.60252117
494,43012,3,30,IOWA AVE,-90.22673495,38.60252117
495,51230,6,68,NATURAL BRIDGE AVE,-90.2353748,38.66981874
496,31111,3,19,CHEROKEE ST,-90.23170431,38.59434154
497,91114,1,1,VIRGINIA AVE,-90.24643166,38.56495379
498,266999,5,50,NATURAL BRIDGE AVE,-90.27106961,38.68551547
499,182999,5,50,NATURAL BRIDGE AVE,-90.27106961,38.68551547
500,151130,3,31,HENRIETTA ST,-90.22394064,38.61579667
501,51312,6,56,ASHLAND AVE,-90.23979452,38.66812619
502,65701,1,1,S BROADWAY,-90.24255639,38.56163948
503,64601,6,55,ASHLAND AVE,-90.24880107,38.67116363
504,31111,4,65,N FLORISSANT AVE / SALISBURY S,-90.20501774,38.65938858
505,43016,4,67,HARPER ST,-90.21389823,38.66062981
506,151110,3,33,PEABODY CT,-90.20705494,38.61757342
507,265321,4,59,DR MARTIN LUTHER KING DR / N J,-90.21288207,38.63786648
508,91123,3,25,HARTFORD ST,-90.23566238,38.6012758
509,67701,3,19,OREGON AVE,-90.23236182,38.58989463
510,266510,4,35,N 6TH ST,-90.19012786,38.62674238
511,265321,6,73,W FLORISSANT AVE,-90.25227402,38.71055537
512,182130,5,78,HAMILTON AVE,-90.28341762,38.6716365
513,265321,4,36,MARKET ST,-90.20762511,38.62903632
514,265321,4,65,BRANCH ST / I 70 WESTBOUND,-90.19507381,38.65554902
515,262100,2,8,TENNIS WAY,-90.29838116,38.57231371
516,151110,3,19,MIAMI ST,-90.24158672,38.59138169
517,229999,4,35,LOCUST ST,-90.1949219,38.63042627
518,65701,4,37,WASHINGTON AVE,-90.22071676,38.63684474
519,41016,3,24,ACCOMAC ST / OHIO AVE,-90.22415471,38.60979732
520,41013,3,24,ACCOMAC ST / OHIO AVE,-90.22415471,38.60979732
521,10000,3,18,WINNEBAGO ST,-90.22169874,38.58757416
522,241100,1,2,MINNESOTA AVE,-90.26700915,38.54282377
523,142320,5,50,GOODFELLOW PL,-90.27231634,38.68245348
524,229999,4,35,N 9TH ST,-90.1934567,38.62898907
525,64701,1,4,GRAVOIS AVE,-90.29349607,38.56437544
526,51112,6,74,GUSTAV AVE,-90.23083767,38.72383099
527,91114,6,56,LEXINGTON AVE,-90.23902785,38.66908555
528,265321,6,72,THEKLA AVE,-90.25035458,38.70017458
529,44015,4,60,PALM ST / PARNELL ST,-90.2102758,38.65798208
530,117000,4,36,WASHINGTON AVE,-90.21156422,38.63517773
531,265321,2,14,BRANNON AVE,-90.27759598,38.59930904
532,266999,1,2,S BROADWAY,-90.25620905,38.54884866
533,142320,2,45,S SKINKER BLVD,-90.30375007,38.63871047
534,266999,4,62,HOGAN ST,-90.20215685,38.64172513
535,266999,4,61,CARR ST,-90.20395091,38.63788541
536,66701,4,36,MARKET ST,-90.20333694,38.62800679
537,265321,4,64,N BROADWAY,-90.19885775,38.66838768
538,241100,1,17,EICHELBERGER ST,-90.24374632,38.56662242
539,64701,3,23,RUSSELL AVE,-90.22053071,38.6110903
540,31111,3,16,MINNESOTA AVE / OSAGE ST,-90.23653893,38.58395091
541,130000,6,74,HALLS FERRY RD,-90.23138474,38.71383725
542,43012,4,36,LOCUST ST,-90.20054384,38.6317149
543,43013,4,36,LOCUST ST,-90.20054384,38.6317149
544,142320,3,18,MARINE AVE,-90.22022162,38.58577754
545,266510,1,1,LOUGHBOROUGH AVE,-90.26121306,38.55776164
546,65711,5,38,BARNES JEWISH HOSPITAL PLZ,-90.26478727,38.63502499
547,142320,5,52,PALM ST,-90.25648445,38.67705611
548,51322,4,65,ANGELICA ST,-90.20691558,38.66452544
549,265321,2,11,MAGNOLIA AVE,-90.29010327,38.61181791
550,266999,6,68,HOLLY AVE,-90.22709234,38.67690609
551,43013,6,68,HOLLY AVE,-90.22709234,38.67690609
552,65701,3,16,OSAGE ST,-90.23653893,38.58395091
553,151130,4,63,CASS AVE,-90.19077332,38.64076474
554,265321,4,37,LACLEDE AVE,-90.23310232,38.6336774
555,151110,5,51,CATES AVE,-90.26363825,38.65485916
556,67601,3,33,DILLON CT,-90.20619593,38.62000141
557,91113,4,36,WASHINGTON AVE,-90.19733602,38.63157484
558,91113,4,36,WASHINGTON AVE,-90.19733602,38.63157484
559,266510,4,36,N TUCKER BLVD,-90.19666567,38.6330614
560,265321,6,76,PARK LN / SHULTE AVE,-90.25265273,38.70693435
561,67701,2,7,HAMPTON VILLAGE PLAZA,-90.29308455,38.59188772
562,65701,3,21,S 10TH ST,-90.20817503,38.60243517
563,31211,2,9,WATSON RD,-90.29922931,38.60123736
564,266999,1,5,BATES ST,-90.27083842,38.57751713
565,142320,6,76,GOODFELLOW BLVD,-90.26350026,38.70191534
566,64601,2,39,MANCHESTER AVE,-90.2510381,38.62748096
567,63701,1,5,CHIPPEWA ST,-90.26961108,38.59105304
568,31111,4,62,CARR ST,-90.19004397,38.63525176
569,250000,4,36,N TUCKER BLVD,-90.19666567,38.6330614
570,229999,4,35,N 3RD ST,-90.18537722,38.63030214
571,250000,4,35,N MEMORIAL DR,-90.18615583,38.6269954
572,31111,4,63,BRISTOL LN,-90.19208993,38.64636987
573,64601,4,35,CHESTNUT ST,-90.18771675,38.6261758
574,64701,5,47,PERSHING AVE,-90.28134211,38.64889103
575,250000,4,36,N TUCKER BLVD,-90.19666567,38.6330614
576,229999,3,21,GRAVOIS AVE,-90.20839769,38.6102781
577,41011,6,72,BEACON AVE,-90.24575121,38.69752861
578,41011,6,72,BEACON AVE,-90.24575121,38.69752861
579,250000,5,38,MARYLAND PLAZA,-90.26182735,38.64452262
580,151110,1,1,S BROADWAY,-90.24484036,38.5592025
581,142320,5,50,NATURAL BRIDGE AVE,-90.27057253,38.68517126
582,265321,1,5,TAFT AVE,-90.26689421,38.58675301
583,43026,4,59,PALM ST,-90.21974643,38.66152815
584,41013,6,69,SAN FRANCISCO AVE,-90.24825599,38.67648401
585,41013,6,69,SAN FRANCISCO AVE,-90.24825599,38.67648401
586,69702,2,9,HAMPTON AVE,-90.29199924,38.60388555
587,52212,6,70,GERALDINE AVE,-90.25157632,38.68632966
588,10000,6,69,SAN FRANCISCO AVE,-90.23734408,38.67131695
589,42013,3,23,GEYER AVE,-90.21751143,38.61173383
590,42016,3,23,GEYER AVE,-90.21751143,38.61173383
591,41011,5,51,KENSINGTON AVE,-90.26681151,38.65446188
592,69702,6,69,SACRAMENTO AVE,-90.24593064,38.67513075
593,265321,4,63,N 11TH ST / SAINT LOUIS AVE,-90.19411175,38.65235851
594,115100,2,15,S GRAND BLVD,-90.24451872,38.59087739
595,265321,2,15,S GRAND BLVD,-90.24297678,38.60070172
596,41011,4,64,N BROADWAY / SALISBURY ST,-90.19546777,38.66249443
597,142320,1,17,OREGON AVE,-90.23414341,38.578017
598,64601,4,63,NORTH MARKET ST,-90.195136,38.64814621
599,71013,5,38,OLIVE ST,-90.25428985,38.64754401
600,71013,2,11,MARMADUKE AVE,-90.30085123,38.61136165
601,44012,2,39,CHOUTEAU AVE,-90.25731714,38.62950691
602,265321,4,35,S BROADWAY / LOMBARD ST,-90.1927019,38.61817915
603,91113,1,6,HAMPTON AVE,-90.29452773,38.57435302
604,42014,5,52,MAFFITT AVE,-90.25993703,38.67094538
605,71030,3,16,KEOKUK ST,-90.23399426,38.58497488
606,43015,6,56,ASHLAND AVE,-90.22938219,38.66425281
607,43015,6,56,ASHLAND AVE,-90.22938219,38.66425281
608,43015,6,56,ASHLAND AVE,-90.22938219,38.66425281
609,241100,1,1,S BROADWAY,-90.24382147,38.56003532
610,64601,5,47,KINGSBURY AVE,-90.2834829,38.65112195
611,266510,4,36,N 17TH ST,-90.20431879,38.6312577
612,44015,1,2,E DAVIS ST,-90.2617962,38.54213173
613,266510,4,35,N 11TH ST,-90.19394102,38.6341307
614,265321,4,35,N 4TH ST / WASHINGTON AVE,-90.18714398,38.62974122
615,142320,5,49,CABANNE AVE,-90.27789575,38.65845953
616,71030,1,17,S BROADWAY,-90.23409366,38.57585666
617,64601,3,16,KLOCKE ST,-90.24343513,38.58203583
618,265321,3,30,CHEROKEE ST,-90.23824304,38.59463644
619,91114,4,62,BIDDLE ST,-90.18870636,38.63612415
620,182250,6,73,RIVERVIEW BLVD,-90.24388121,38.71293993
621,142320,2,82,FINE ARTS DR,-90.29144023,38.63742056
622,265321,1,4,GRAVOIS AVE / RIVER DES PERES,-90.2958482,38.56322846
623,64601,2,40,MANCHESTER AVE,-90.27175964,38.62464
624,65701,5,38,N KINGSHIGHWAY BLVD / WEST PIN,-90.26499814,38.64249431
625,31111,5,52,N KINGSHIGHWAY BLVD,-90.25296069,38.67578011
626,71013,1,5,CHRISTY AVE,-90.27537056,38.58099212
627,265321,3,25,S GRAND BLVD,-90.24082196,38.6088771
628,182260,1,2,PENNSYLVANIA AVE / TESSON ST,-90.26195778,38.54519463
629,142320,1,16,S GRAND BLVD,-90.24452781,38.58396587
630,64701,2,27,CASTLEMAN AVE,-90.24964026,38.61542611
631,63701,3,19,S JEFFERSON AVE,-90.22596431,38.5929745
632,265321,3,18,KOSCIUSKO ST,-90.21992491,38.58506563
633,64701,2,44,MCCAUSLAND AVE,-90.30520576,38.63238904
634,69702,1,4,LOUIS ST,-90.27321836,38.55764767
635,182999,3,19,NEBRASKA AVE,-90.23309614,38.59189261
636,67701,1,5,NEOSHO ST,-90.26459888,38.58448576
637,63701,2,15,CHIPPEWA ST,-90.27019987,38.59183404
638,265321,4,77,LINDELL BLVD,-90.23757249,38.638578
639,71013,5,55,MAFFITT AVE,-90.25001119,38.66754712
640,51122,6,74,JORDAN AVE,-90.23046289,38.72403607
641,265321,3,31,S GRAND BLVD,-90.23871704,38.61907903
642,51312,5,50,COTE BRILLIANTE AVE,-90.26798246,38.66967653
643,71013,5,54,LEWIS PL,-90.25311272,38.65487037
644,229999,4,35,N 4TH ST,-90.1869689,38.62798062
645,41011,5,38,N KINGSHIGHWAY BLVD,-90.26473971,38.64411114
646,51121,5,57,N SARAH ST,-90.23375289,38.65739259
647,71013,3,25,ARSENAL ST,-90.23951515,38.60211646
648,229999,4,36,LOCUST ST,-90.19865947,38.63102908
649,64701,5,50,UNION BLVD,-90.25890217,38.6783105
650,69702,6,70,GERALDINE AVE,-90.25157632,38.68632966
651,265321,5,51,MINERVA AVE,-90.27082285,38.66215561
652,142320,1,17,S BROADWAY,-90.23541779,38.5718135
653,67601,2,15,POTOMAC ST,-90.25507509,38.59510124
654,241100,6,71,LEAHY AVE,-90.24012556,38.68806764
655,67701,5,50,GOODFELLOW BLVD,-90.27566002,38.67811319
656,71013,1,80,HOLLY HILLS AVE,-90.25650003,38.56096031
657,51312,5,51,MAPLE AVE,-90.26548088,38.65948973
658,265321,2,10,ARSENAL ST / JAMIESON AVE,-90.30664706,38.60877921
659,65701,6,74,HORNSBY AVE,-90.2371422,38.71893296
660,71013,4,59,MAFFITT AVE,-90.22452966,38.65513606
661,65711,6,74,HALL ST,-90.22542733,38.70368836
662,69702,2,15,ARSENAL ST,-90.26365256,38.60454567
663,183250,4,59,GARFIELD AVE,-90.22604116,38.65097132
664,67701,3,18,STANSBURY ST,-90.22454425,38.58653469
665,265321,5,50,DR MARTIN LUTHER KING DR,-90.28015858,38.67283587
666,250000,4,35,COLE ST,-90.18695056,38.63356851
667,64601,3,18,LEMP AVE,-90.21869362,38.59094173
668,91113,1,6,NAGEL AVE,-90.29388757,38.57167624
669,51130,4,37,SAMUEL SHEPARD DR,-90.21927891,38.63720376
670,51121,1,3,GRACE AVE,-90.25345098,38.57102799
671,64711,4,77,BELL AVE / N SPRING AVE,-90.233078,38.64401023
672,71013,5,58,DR MARTIN LUTHER KING DR,-90.24367112,38.65544043
673,142320,4,36,MARKET ST,-90.21549691,38.63026668
674,250000,4,62,N BROADWAY,-90.18650535,38.63386937
675,265321,4,60,N FLORISSANT AVE / SAINT LOUIS,-90.19998089,38.65086895
676,142320,3,19,MINNESOTA AVE,-90.23477857,38.59192938
677,241100,6,74,N BROADWAY,-90.22877038,38.71388614
678,250000,4,35,GRATIOT ST,-90.19436105,38.61889194
679,31421,5,46,PERSHING AVE,-90.29838067,38.65002
680,64711,2,82,JEFFERSON DR,-90.26784466,38.6364123
681,142320,6,71,UNION BLVD,-90.24752428,38.69012954
682,66701,5,46,WATERMAN BLVD,-90.29863334,38.65044605
683,142320,3,16,VIRGINIA AVE,-90.23967297,38.58516065
684,64601,5,38,LINDELL BLVD / N SARAH ST,-90.24577691,38.63994985
685,64701,3,26,S GRAND BLVD / RUSSELL BLVD,-90.23985384,38.61356499
686,151130,5,50,HAMILTON AVE,-90.27401533,38.6865921
687,64601,3,18,WINNEBAGO ST,-90.22188139,38.58711327
688,266999,5,48,HAMILTON AVE,-90.28690818,38.66697487
689,151110,5,48,HAMILTON AVE,-90.28690818,38.66697487
690,265321,5,48,PAGE BLVD / SKINKER PKWY,-90.2896221,38.67036823
691,41013,4,59,N GRAND BLVD,-90.21799733,38.66012903
692,41013,4,59,N GRAND BLVD,-90.21799733,38.66012903
693,41013,4,59,N GRAND BLVD,-90.21799733,38.66012903
694,41013,4,59,N GRAND BLVD,-90.21799733,38.66012903
695,142320,1,4,GRAVOIS AVE / RIVER DES PERES,-90.2958482,38.56322846
696,41013,4,59,N GRAND BLVD,-90.21799733,38.66012903
697,71030,2,15,PARKER AVE,-90.25732521,38.59698689
698,142320,5,56,ALDINE AVE,-90.24974152,38.65989371
699,112020,6,73,GOODFELLOW BLVD,-90.25376164,38.71506999
700,241100,4,36,WASHINGTON AVE,-90.19792661,38.63232051
701,265321,5,78,PAGE BLVD,-90.28277506,38.66705514
702,64711,3,26,RUSSELL AVE,-90.23767918,38.61256611
703,64701,3,21,CARROLL ST,-90.20105735,38.61072913
704,71040,2,27,CLEVELAND AVE,-90.24209358,38.6108707
705,64601,3,26,HAWTHORNE BLVD,-90.23047265,38.61100652
706,31111,4,77,COOK AVE,-90.22880365,38.64483241
707,31112,4,62,HADLEY ST,-90.19416246,38.63631153
708,142320,6,74,HALLS FERRY RD,-90.23903294,38.72071927
709,265321,5,55,DR MARTIN LUTHER KING DR,-90.25983594,38.66283102
710,265321,4,62,N BROADWAY / I 70 EASTBOUND,-90.18644457,38.63785628
711,250000,5,38,N EUCLID AVE,-90.2618618,38.64204862
712,142320,3,26,HAWTHORNE BLVD,-90.22960644,38.61120223
713,65701,3,25,PESTALOZZI ST,-90.23823454,38.60429662
714,65701,6,74,GUSTAV AVE,-90.23148565,38.72414826
715,142320,1,2,COURTOIS ST / VIRGINIA AVE,-90.26328887,38.54850951
716,65701,5,57,DR MARTIN LUTHER KING DR,-90.23916722,38.65432113
717,65701,5,50,TERRY AVE,-90.27394163,38.67750303
718,41011,6,56,PALM ST / WARNE AVE,-90.2256337,38.66406285
719,41011,6,56,PALM ST / WARNE AVE,-90.2256337,38.66406285
720,265321,6,71,BIRCHER BLVD / N KINGSHIGHWAY,-90.24522187,38.68653566
721,71030,5,48,SHAWMUT PL,-90.28248783,38.66567616
722,71013,4,60,MADISON ST,-90.20449975,38.64627007
723,64601,4,35,DR MARTIN LUTHER KING DR,-90.1918026,38.63350451
724,31111,1,1,PENNSYLVANIA AVE,-90.25471334,38.55136962
725,31111,3,16,LOUISIANA AVE,-90.24053984,38.58663165
726,142320,2,15,HARTFORD ST,-90.25861803,38.60306632
727,64701,4,35,N 10TH ST,-90.19254775,38.63485471
728,67701,4,37,S VANDEVENTER AVE,-90.24650953,38.62866297
729,250000,4,35,WASHINGTON AVE,-90.18727769,38.63022761
730,31421,1,16,ITASKA ST / VIRGINIA AVE,-90.24357281,38.57184676
731,67701,5,38,WASHINGTON BLVD,-90.25776699,38.65009673
732,64701,3,24,RUSSELL AVE,-90.22837613,38.61171013
733,263299,4,61,N 20TH ST / OFALLON ST,-90.20602194,38.64109786
734,241100,1,16,ALASKA AVE,-90.2473187,38.57102261
735,91114,4,36,N 17TH ST,-90.2047744,38.62985019
736,72140,3,25,HUMPHREY ST,-90.24133566,38.59777643
737,52312,2,15,GRAVOIS AVE,-90.24706987,38.59220922
738,64701,4,35,N 4TH ST / WASHINGTON AVE,-90.18714398,38.62974122
739,64711,3,24,RUSSELL BLVD,-90.22723182,38.61205071
740,115200,4,36,WASHINGTON AVE,-90.19995296,38.63212528
741,71013,6,69,BIRCHER BLVD / SHREVE AVE,-90.23932971,38.68262076
742,71013,1,16,VIRGINIA AVE,-90.2437156,38.57300531
743,142320,4,35,N BROADWAY,-90.19012786,38.62674238
744,65701,1,1,I 55 NORTHBOUND / LOUGHBOROUGH,-90.25899899,38.55662247
745,65601,2,43,MANCHESTER AVE,-90.30513786,38.61802774
746,91113,3,19,NEBRASKA AVE,-90.2332183,38.588098
747,64701,2,42,LOUISVILLE AVE,-90.29626872,38.6311409
748,265321,1,17,NEBRASKA AVE,-90.23599407,38.57147458
749,91123,1,1,FILLMORE ST / MICHIGAN AVE,-90.24780403,38.56056158
750,265321,1,5,GUSTINE AVE / ITASKA ST,-90.25649377,38.57794454
751,41011,6,69,N TAYLOR AVE,-90.23716463,38.67613834
752,265321,2,10,CANTERBURY AVE / MCCAUSLAND AV,-90.31138422,38.60847665
753,64701,4,36,DR MARTIN LUTHER KING DR,-90.19727485,38.63430138
754,64601,5,52,LEXINGTON AVE,-90.25448112,38.67470143
755,182400,6,70,GOODFELLOW BLVD,-90.26707119,38.69136731
756,72113,4,77,FRANKLIN AVE,-90.22565172,38.64051672
757,64701,3,33,DILLON DR,-90.20670386,38.61869837
758,65701,4,65,SALISBURY ST,-90.20544738,38.65897503
759,91114,3,19,WINNEBAGO ST,-90.23240125,38.58888696
760,182999,3,16,OSAGE ST,-90.23653893,38.58395091
761,261310,2,15,S KINGSHIGHWAY BLVD,-90.26962218,38.60268485
762,67701,4,36,WASHINGTON AVE,-90.19919456,38.63266153
763,52122,1,1,GERMANIA ST,-90.2701509,38.55208799
764,91113,3,33,GRATTAN ST,-90.20833848,38.61712355
765,69702,4,36,S 18TH ST,-90.20696049,38.62667866
766,266520,4,36,N 15TH ST,-90.20158377,38.6308169
767,71013,2,14,HAMPTON AVE,-90.29229981,38.59770223
768,250000,4,35,CARR ST,-90.18525001,38.63401703
769,266999,2,13,S KINGSHIGHWAY BLVD,-90.26897221,38.60644275
770,42016,2,13,S KINGSHIGHWAY BLVD,-90.26897221,38.60644275
771,264100,4,35,N BROADWAY,-90.1877912,38.63031685
772,229999,4,35,N BROADWAY,-90.1877912,38.63031685
773,151110,1,4,WILMAR PL,-90.28146735,38.55523044
774,64601,4,35,S 4TH ST,-90.19181199,38.61806148
775,142320,1,16,MERAMEC ST,-90.24830683,38.58265052
776,142320,3,25,PESTALOZZI ST,-90.24098842,38.60462676
777,64601,4,35,S 4TH ST,-90.19181199,38.61806148
778,121000,3,21,GRAVOIS AVE,-90.21129238,38.60850317
779,265321,3,30,GRAVOIS AVE,-90.24060683,38.59485039
780,67701,6,72,RIVERVIEW BLVD,-90.25607204,38.70133992
781,241100,4,36,N 15TH ST,-90.20088195,38.63231712
782,67701,5,56,MAFFITT AVE,-90.24591951,38.66500109
783,41011,5,50,UNION BLVD,-90.26606627,38.66879677
784,65701,2,11,ODELL ST,-90.29387058,38.60955646
785,64701,2,82,GOVERNMENT DR,-90.29747197,38.63759041
786,31421,3,25,ARSENAL ST,-90.23808836,38.60311554
787,67701,3,21,S 12TH ST,-90.21029291,38.60728151
788,63701,3,19,S JEFFERSON AVE,-90.22596431,38.5929745
789,69603,2,13,S KINGSHIGHWAY BLVD,-90.27114342,38.60453036
790,182250,6,56,GREER AVE,-90.2405217,38.66626609
791,64601,5,78,DR MARTIN LUTHER KING DR,-90.28597553,38.67554588
792,182130,4,36,OLIVE ST,-90.20771115,38.63198565
793,69602,4,62,N 8TH ST,-90.18851561,38.63950936
794,182130,6,69,FARLIN AVE,-90.24531166,38.67731514
795,72113,5,38,WASHINGTON PL,-90.27140699,38.651585
796,43012,6,74,RIVERVIEW DR,-90.22796278,38.72667456
797,266999,6,74,RIVERVIEW DR,-90.22796278,38.72667456
798,69602,2,82,CLAYTON AVE,-90.279862,38.63275325
799,229999,4,59,BACON ST / MONTGOMERY ST,-90.22167204,38.65244655
800,265321,1,1,I 55 SOUTHBOUND / LOUGHBOROUGH,-90.25932402,38.5567857
801,67601,5,38,WATERMAN BLVD,-90.2706461,38.64949113
802,65701,1,5,NEOSHO ST,-90.26940425,38.58548935
803,67601,3,24,OREGON AVE,-90.22860948,38.6046701
804,31111,5,56,N SARAH ST,-90.23414336,38.65578437
805,142320,6,56,LABADIE AVE,-90.24532068,38.66785004
806,265321,3,25,S GRAND BLVD / MAGNOLIA AVE,-90.2413117,38.60649746
807,51112,1,2,MINNESOTA AVE,-90.26076135,38.54749001
808,265321,5,51,UNION BLVD,-90.26882978,38.66399693
809,65701,2,10,MANCHESTER AVE,-90.3108451,38.61534335
810,69703,4,59,PALM ST,-90.21974643,38.66152815
811,31112,4,66,RANDALL PL,-90.2036766,38.6691249
812,64701,4,36,N TUCKER BLVD,-90.19645015,38.63361277
813,65701,6,79,HALL ST,-90.22467187,38.71098789
814,142320,3,33,S 13TH ST,-90.20596038,38.61417122
815,142320,4,65,N 23RD ST,-90.20763657,38.66016675
816,63701,3,25,S GRAND BLVD,-90.24255395,38.59466522
817,51312,3,18,WISCONSIN AVE,-90.22222551,38.58823993
818,65701,6,69,SHIRLEY PL,-90.23416313,38.68131307
819,67701,2,12,MANCHESTER AVE,-90.2715978,38.62456829
820,67701,3,20,S BROADWAY,-90.19942511,38.60963482
821,51312,3,18,WISCONSIN AVE,-90.22222551,38.58823993
822,265321,6,71,W FLORISSANT AVE / UNION BLVD,-90.23915497,38.69495217
823,182400,4,59,BACON ST / MONTGOMERY ST,-90.22167204,38.65244655
824,229999,4,35,LOCUST ST,-90.19234441,38.62968087
825,69703,5,55,SAINT LOUIS AVE,-90.25314294,38.67054955
826,51312,1,17,S BROADWAY,-90.23522742,38.57193307
827,64701,3,25,ARSENAL ST,-90.23593224,38.60221277
828,265321,2,15,MIAMI ST,-90.25317966,38.59266436
829,65701,1,3,BELLERIVE BLVD,-90.25601719,38.56774757
830,83000,6,56,LABADIE AVE,-90.2306294,38.66078212
831,266999,6,56,LABADIE AVE,-90.2306294,38.66078212
832,263199,5,48,HODIAMONT AVE,-90.29470266,38.65575805
833,64701,4,37,CARDINAL AVE / LOCUST ST,-90.22344385,38.6361565
834,229999,3,20,S 7TH ST / ALLEN AVE,-90.20262354,38.60714969
835,67701,5,51,N KINGSHIGHWAY BLVD,-90.26348029,38.65423003
